   , Year  , Datetime           , Stage                   , Stadium                                           , City                             , Home Team Name               , Home Team Goals, Away Team Goals, Away Team Name               , Attendance, Half-time Home Goals, Half-time Away Goals, Referee                             , Assistant 1                         , Assistant 2                         , RoundID, MatchID, Home Team Initials, Away Team Initials
  0, 1930.0, 1930-07-13 15:00:00, Group 1                 , Pocitos                                           , Montevideo                       , France                       ,               4,               1, Mexico                       ,       4444,                  3.0,                  0.0, LOMBARDI Domingo (URU)              , CRISTOPHE Henry (BEL)               , REGO Gilberto (BRA)                 ,       1,   10001, FRA               , MEX
  1, 1930.0, 1930-07-13 15:00:00, Group 4                 , Parque Central                                    , Montevideo                       , USA                          ,               3,               0, Belgium                      ,      18346,                  2.0,                  0.0, MACIAS Jose (ARG)                   , MATEUCCI Francisco (URU)            , WARNKEN Alberto (CHI)               ,       2,   10002, USA               , BEL
  2, 1930.0, 1930-07-14 12:45:00, Group 2                 , Parque Central                                    , Montevideo                       , Yugoslavia                   ,               2,               1, Brazil                       ,      24059,                  2.0,                  0.0, TEJADA Anibal (URU)                 , VALLARINO Ricardo (URU)             , BALWAY Thomas (FRA)                 ,       3,   10003, YUG               , BRA
  3, 1930.0, 1930-07-14 14:50:00, Group 3                 , Pocitos                                           , Montevideo                       , Romania                      ,               3,               1, Peru                         ,       2549,                  1.0,                  0.0, WARNKEN Alberto (CHI)               , LANGENUS Jean (BEL)                 , MATEUCCI Francisco (URU)            ,       4,   10004, ROU               , PER
  4, 1930.0, 1930-07-15 16:00:00, Group 1                 , Parque Central                                    , Montevideo                       , Argentina                    ,               1,               0, France                       ,      23409,                  0.0,                  0.0, REGO Gilberto (BRA)                 , SAUCEDO Ulises (BOL)                , RADULESCU Constantin (ROU)          ,       5,   10005, ARG               , FRA
  5, 1930.0, 1930-07-16 14:45:00, Group 1                 , Parque Central                                    , Montevideo                       , Chile                        ,               3,               0, Mexico                       ,       9249,                  1.0,                  0.0, CRISTOPHE Henry (BEL)               , APHESTEGUY Martin (URU)             , LANGENUS Jean (BEL)                 ,       6,   10006, CHI               , MEX
  6, 1930.0, 1930-07-17 12:45:00, Group 2                 , Parque Central                                    , Montevideo                       , Yugoslavia                   ,               4,               0, Bolivia                      ,      18306,                  0.0,                  0.0, MATEUCCI Francisco (URU)            , LOMBARDI Domingo (URU)              , WARNKEN Alberto (CHI)               ,       7,   10007, YUG               , BOL
  7, 1930.0, 1930-07-17 14:45:00, Group 4                 , Parque Central                                    , Montevideo                       , USA                          ,               3,               0, Paraguay                     ,      18306,                  2.0,                  0.0, MACIAS Jose (ARG)                   , APHESTEGUY Martin (URU)             , TEJADA Anibal (URU)                 ,       8,   10008, USA               , PAR
  8, 1930.0, 1930-07-18 14:30:00, Group 3                 , Estadio Centenario                                , Montevideo                       , Uruguay                      ,               1,               0, Peru                         ,      57735,                  0.0,                  0.0, LANGENUS Jean (BEL)                 , BALWAY Thomas (FRA)                 , CRISTOPHE Henry (BEL)               ,       9,   10009, URU               , PER
  9, 1930.0, 1930-07-19 12:50:00, Group 1                 , Estadio Centenario                                , Montevideo                       , Chile                        ,               1,               0, France                       ,       2000,                  0.0,                  0.0, TEJADA Anibal (URU)                 , LOMBARDI Domingo (URU)              , REGO Gilberto (BRA)                 ,      10,   10010, CHI               , FRA
 10, 1930.0, 1930-07-19 15:00:00, Group 1                 , Estadio Centenario                                , Montevideo                       , Argentina                    ,               6,               3, Mexico                       ,      42100,                  3.0,                  1.0, SAUCEDO Ulises (BOL)                , ALONSO Gualberto (URU)              , RADULESCU Constantin (ROU)          ,      11,   10011, ARG               , MEX
 11, 1930.0, 1930-07-20 13:00:00, Group 2                 , Estadio Centenario                                , Montevideo                       , Brazil                       ,               4,               0, Bolivia                      ,      25466,                  1.0,                  0.0, BALWAY Thomas (FRA)                 , MATEUCCI Francisco (URU)            , VALLEJO Gaspar (MEX)                ,      12,   10012, BRA               , BOL
 12, 1930.0, 1930-07-20 15:00:00, Group 4                 , Estadio Centenario                                , Montevideo                       , Paraguay                     ,               1,               0, Belgium                      ,      12000,                  1.0,                  0.0, VALLARINO Ricardo (URU)             , MACIAS Jose (ARG)                   , LOMBARDI Domingo (URU)              ,      13,   10013, PAR               , BEL
 13, 1930.0, 1930-07-21 14:50:00, Group 3                 , Estadio Centenario                                , Montevideo                       , Uruguay                      ,               4,               0, Romania                      ,      70022,                  4.0,                  0.0, REGO Gilberto (BRA)                 , WARNKEN Alberto (CHI)               , SAUCEDO Ulises (BOL)                ,      14,   10014, URU               , ROU
 14, 1930.0, 1930-07-22 14:45:00, Group 1                 , Estadio Centenario                                , Montevideo                       , Argentina                    ,               3,               1, Chile                        ,      41459,                  2.0,                  1.0, LANGENUS Jean (BEL)                 , CRISTOPHE Henry (BEL)               , SAUCEDO Ulises (BOL)                ,      15,   10015, ARG               , CHI
 15, 1930.0, 1930-07-26 14:45:00, Semi-finals             , Estadio Centenario                                , Montevideo                       , Argentina                    ,               6,               1, USA                          ,      72886,                  1.0,                  0.0, LANGENUS Jean (BEL)                 , VALLEJO Gaspar (MEX)                , WARNKEN Alberto (CHI)               ,      16,   10016, ARG               , USA
 16, 1930.0, 1930-07-27 14:45:00, Semi-finals             , Estadio Centenario                                , Montevideo                       , Uruguay                      ,               6,               1, Yugoslavia                   ,      79867,                  3.0,                  1.0, REGO Gilberto (BRA)                 , SAUCEDO Ulises (BOL)                , BALWAY Thomas (FRA)                 ,      17,   10017, URU               , YUG
 17, 1930.0, 1930-07-30 14:15:00, Final                   , Estadio Centenario                                , Montevideo                       , Uruguay                      ,               4,               2, Argentina                    ,      68346,                  1.0,                  2.0, LANGENUS Jean (BEL)                 , SAUCEDO Ulises (BOL)                , CRISTOPHE Henry (BEL)               ,      18,   10018, URU               , ARG
 18, 1934.0, 1934-05-27 16:30:00, Preliminary round       , Stadio Benito Mussolini                           , Turin                            , Austria                      ,               3,               2, France                       ,      16000,                  0.0,                  0.0, VAN MOORSEL Johannes (NED)          , CAIRONI Camillo (ITA)               , BAERT Louis (BEL)                   ,      19,   10019, AUT               , FRA
 19, 1934.0, 1934-05-27 16:30:00, Preliminary round       , Giorgio Ascarelli                                 , Naples                           , Hungary                      ,               4,               2, Egypt                        ,       9000,                  2.0,                  2.0, BARLASSINA Rinaldo (ITA)            , DATTILO Generoso (ITA)              , SASSI Otello (ITA)                  ,      20,   10020, HUN               , EGY
 20, 1934.0, 1934-05-27 16:30:00, Preliminary round       , San Siro                                          , Milan                            , Switzerland                  ,               3,               2, Netherlands                  ,      33000,                  2.0,                  1.0, EKLIND Ivan (SWE)                   , BERANEK Alois (AUT)                 , BONIVENTO Ferruccio (ITA)           ,      21,   10021, SUI               , NED
 21, 1934.0, 1934-05-27 16:30:00, Preliminary round       , Littorale                                         , Bologna                          , Sweden                       ,               3,               2, Argentina                    ,      14000,                  1.0,                  1.0, BRAUN Eugen (AUT)                   , CARRARO Albino (ITA)                , TURBIANI Giuseppe (ITA)             ,      22,   10022, SWE               , ARG
 22, 1934.0, 1934-05-27 16:30:00, Preliminary round       , Giovanni Berta                                    , Florence                         , Germany                      ,               5,               2, Belgium                      ,       8000,                  1.0,                  2.0, MATTEA Francesco (ITA)              , MELANDRI Ermenegildo (ITA)          , BAERT Jacques (FRA)                 ,      23,   10023, GER               , BEL
 23, 1934.0, 1934-05-27 16:30:00, Preliminary round       , Luigi Ferraris                                    , Genoa                            , Spain                        ,               3,               1, Brazil                       ,      21000,                  3.0,                  0.0, BIRLEM Alfred (GER)                 , CARMINATI Ettore (ITA)              , IVANCSICS Mihaly (HUN)              ,      24,   10024, ESP               , BRA
 24, 1934.0, 1934-05-27 16:30:00, Preliminary round       , Nazionale PNF                                     , Rome                             , Italy                        ,               7,               1, USA                          ,      25000,                  3.0,                  0.0, MERCET Rene (SUI)                   , ESCARTIN Pedro (ESP)                , ZENISEK Bohumil (TCH)               ,      25,   10025, ITA               , USA
 25, 1934.0, 1934-05-27 16:30:00, Preliminary round       , Littorio                                          , Trieste                          , Czechoslovakia               ,               2,               1, Romania                      ,       9000,                  0.0,                  1.0, LANGENUS Jean (BEL)                 , SCARPI Giuseppe (ITA)               , SCORZONI Raffaele (ITA)             ,      26,   10026, TCH               , ROU
 26, 1934.0, 1934-05-31 16:30:00, Quarter-finals          , Stadio Benito Mussolini                           , Turin                            , Czechoslovakia               ,               3,               2, Switzerland                  ,      12000,                  1.0,                  1.0, BERANEK Alois (AUT)                 , MOHAMED Youssuf (EGY)               , BAERT Jacques (FRA)                 ,      27,   10027, TCH               , SUI
 27, 1934.0, 1934-05-31 16:30:00, Quarter-finals          , San Siro                                          , Milan                            , Germany                      ,               2,               1, Sweden                       ,       3000,                  0.0,                  0.0, BARLASSINA Rinaldo (ITA)            , MERCET Rene (SUI)                   , VAN MOORSEL Johannes (NED)          ,      28,   10028, GER               , SWE
 28, 1934.0, 1934-05-31 16:30:00, Quarter-finals          , Giovanni Berta                                    , Florence                         , Italy                        ,               1,               1, Spain                        ,      35000,                  0.0,                  0.0, BAERT Louis (BEL)                   , ZENISEK Bohumil (TCH)               , IVANCSICS Mihaly (HUN)              ,      29,   10029, ITA               , ESP
 29, 1934.0, 1934-05-31 16:30:00, Quarter-finals          , Littorale                                         , Bologna                          , Austria                      ,               2,               1, Hungary                      ,      23000,                  1.0,                  0.0, MATTEA Francesco (ITA)              , ESCARTIN Pedro (ESP)                , BIRLEM Alfred (GER)                 ,      30,   10030, AUT               , HUN
 30, 1934.0, 1934-06-01 16:30:00, Quarter-finals          , Giovanni Berta                                    , Florence                         , Italy                        ,               1,               0, Spain                        ,      43000,                  1.0,                  0.0, MERCET Rene (SUI)                   , IVANCSICS Mihaly (HUN)              , ZENISEK Bohumil (TCH)               ,      31,   10031, ITA               , ESP
 31, 1934.0, 1934-06-03 16:30:00, Semi-finals             , San Siro                                          , Milan                            , Italy                        ,               1,               0, Austria                      ,      35000,                  1.0,                  0.0, EKLIND Ivan (SWE)                   , BAERT Louis (BEL)                   , ZENISEK Bohumil (TCH)               ,      32,   10032, ITA               , AUT
 32, 1934.0, 1934-06-03 16:30:00, Semi-finals             , Nazionale PNF                                     , Rome                             , Czechoslovakia               ,               3,               1, Germany                      ,      15000,                  1.0,                  0.0, BARLASSINA Rinaldo (ITA)            , BERANEK Alois (AUT)                 , ESCARTIN Pedro (ESP)                ,      33,   10033, TCH               , GER
 33, 1934.0, 1934-06-07 18:00:00, Match for third place   , Giorgio Ascarelli                                 , Naples                           , Germany                      ,               3,               2, Austria                      ,       7000,                  3.0,                  1.0, CARRARO Albino (ITA)                , CAIRONI Camillo (ITA)               , ESCARTIN Pedro (ESP)                ,      34,   10034, GER               , AUT
 34, 1934.0, 1934-06-10 17:30:00, Final                   , Nazionale PNF                                     , Rome                             , Italy                        ,               2,               1, Czechoslovakia               ,      55000,                  0.0,                  0.0, EKLIND Ivan (SWE)                   , BAERT Louis (BEL)                   , IVANCSICS Mihaly (HUN)              ,      35,   10035, ITA               , TCH
 35, 1938.0, 1938-06-04 17:00:00, First round             , Parc des Princes                                  , Paris                            , Switzerland                  ,               1,               1, Germany                      ,      27152,                  0.0,                  0.0, LANGENUS Jean (BEL)                 , MARENCO Paul (FRA)                  , VAN MOORSEL Johannes (NED)          ,      36,   10036, SUI               , GER
 36, 1938.0, 1938-06-05 17:00:00, First round             , Velodrome Municipale                              , Reims                            , Hungary                      ,               6,               0, Dutch East Indies            ,       9000,                  4.0,                  0.0, CONRIE Roger (FRA)                  , DE LA SALLE Charles (FRA)           , WEINGARTNER Karl (AUT)              ,      37,   10037, HUN               , INH
 37, 1938.0, 1938-06-05 17:00:00, First round             , Stade Olympique                                   , Colombes                         , France                       ,               3,               1, Belgium                      ,      30454,                  2.0,                  1.0, WUETHRICH Hans (SUI)                , KRIST Gustav (TCH)                  , BIRLEM Alfred (GER)                 ,      38,   10038, FRA               , BEL
 38, 1938.0, 1938-06-05 17:00:00, First round             , Stade Municipal                                   , Toulouse                         , Cuba                         ,               3,               3, Romania                      ,       7000,                  0.0,                  0.0, SCARPI Giuseppe (ITA)               , VALPREDE Ferdinand (FRA)            , MERKCX Jean (FRA)                   ,      39,   10039, CUB               , ROU
 39, 1938.0, 1938-06-05 17:00:00, First round             , Stade V�lodrome                                   , Marseilles                       , Italy                        ,               2,               1, Norway                       ,      19000,                  0.0,                  0.0, BERANEK Alois (AUT)                 , BOUTOURE D. (FRA)                   , TREHOU D. (FRA)                     ,      40,   10040, ITA               , NOR
 40, 1938.0, 1938-06-05 17:30:00, First round             , Stade de la Meinau                                , Strasbourg                       , Brazil                       ,               6,               5, Poland                       ,      13452,                  0.0,                  0.0, EKLIND Ivan (SWE)                   , POISSANT Louis (FRA)                , KISSENBERGER Ernest (FRA)           ,      41,   10041, BRA               , POL
 41, 1938.0, 1938-06-05 18:30:00, First round             , Cavee Verte                                       , Le Havre                         , Czechoslovakia               ,               3,               0, Netherlands                  ,      11000,                  0.0,                  0.0, LECLERCQ Lucien (FRA)               , OLIVE D. (FRA)                      , SDEZ Victor (FRA)                   ,      42,   10042, TCH               , NED
 42, 1938.0, 1938-06-09 18:00:00, First round             , Stade Municipal                                   , Toulouse                         , Cuba                         ,               2,               1, Romania                      ,       8000,                  0.0,                  1.0, BIRLEM Alfred (GER)                 , CAPDEVILLE Pierre (FRA)             , MARENCO Paul (FRA)                  ,      43,   10043, CUB               , ROU
 43, 1938.0, 1938-06-09 18:00:00, First round             , Parc des Princes                                  , Paris                            , Switzerland                  ,               4,               2, Germany                      ,      20025,                  1.0,                  2.0, EKLIND Ivan (SWE)                   , BAERT Louis (BEL)                   , VAN MOORSEL Johannes (NED)          ,      44,   10044, SUI               , GER
 44, 1938.0, 1938-06-12 17:00:00, Quarter-finals          , Stade du Parc Lescure                             , Bordeaux                         , Brazil                       ,               1,               1, Czechoslovakia               ,      22021,                  0.0,                  0.0, VON HERTZKA Pal (HUN)               , SCARPI Giuseppe (ITA)               , DE LA SALLE Charles (FRA)           ,      45,   10045, BRA               , TCH
 45, 1938.0, 1938-06-12 17:00:00, Quarter-finals          , Victor Boucquey                                   , Lille                            , Hungary                      ,               2,               0, Switzerland                  ,      15000,                  1.0,                  0.0, BARLASSINA Rinaldo (ITA)            , BERANEK Alois (AUT)                 , BOUTOURE D. (FRA)                   ,      46,   10046, HUN               , SUI
 46, 1938.0, 1938-06-12 17:00:00, Quarter-finals          , Fort Carree                                       , Antibes                          , Sweden                       ,               8,               0, Cuba                         ,       7000,                  4.0,                  0.0, KRIST Gustav (TCH)                  , WEINGARTNER Karl (AUT)              , SDEZ Victor (FRA)                   ,      47,   10047, SWE               , CUB
 47, 1938.0, 1938-06-12 17:00:00, Quarter-finals          , Stade Olympique                                   , Colombes                         , Italy                        ,               3,               1, France                       ,      58455,                  1.0,                  1.0, BAERT Louis (BEL)                   , WUETHRICH Hans (SUI)                , EKLIND Ivan (SWE)                   ,      48,   10048, ITA               , FRA
 48, 1938.0, 1938-06-14 18:00:00, Quarter-finals          , Stade du Parc Lescure                             , Bordeaux                         , Brazil                       ,               2,               1, Czechoslovakia               ,      18141,                  0.0,                  1.0, CAPDEVILLE Georges (FRA)            , MARENCO Paul (FRA)                  , KISSENBERGER Ernest (FRA)           ,      49,   10049, BRA               , TCH
 49, 1938.0, 1938-06-16 18:00:00, Semi-finals             , Parc des Princes                                  , Paris                            , Hungary                      ,               5,               1, Sweden                       ,      20000,                  3.0,                  1.0, LECLERCQ Lucien (FRA)               , VAN MOORSEL Johannes (NED)          , SCARPI Giuseppe (ITA)               ,      50,   10050, HUN               , SWE
 50, 1938.0, 1938-06-16 18:00:00, Semi-finals             , Stade V�lodrome                                   , Marseilles                       , Italy                        ,               2,               1, Brazil                       ,      33000,                  0.0,                  0.0, WUETHRICH Hans (SUI)                , BERANEK Alois (AUT)                 , MARENCO Paul (FRA)                  ,      51,   10051, ITA               , BRA
 51, 1938.0, 1938-06-19 17:00:00, Match for third place   , Stade du Parc Lescure                             , Bordeaux                         , Brazil                       ,               4,               2, Sweden                       ,      12000,                  1.0,                  2.0, LANGENUS Jean (BEL)                 , OLIVE D. (FRA)                      , VALPREDE Ferdinand (FRA)            ,      52,   10052, BRA               , SWE
 52, 1938.0, 1938-06-19 17:00:00, Final                   , Stade Olympique                                   , Colombes                         , Italy                        ,               4,               2, Hungary                      ,      45000,                  3.0,                  1.0, CAPDEVILLE Georges (FRA)            , WUETHRICH Hans (SUI)                , KRIST Gustav (TCH)                  ,      53,   10053, ITA               , HUN
 53, 1950.0, 1950-06-24 15:00:00, Group 1                 , Maracan� - Est�dio Jornalista M�rio Filho         , Rio De Janeiro                   , Brazil                       ,               4,               0, Mexico                       ,      81649,                  1.0,                  0.0, READER George (ENG)                 , GRIFFITHS Benjamin (WAL)            , MITCHELL George (SCO)               ,      54,   10054, BRA               , MEX
 54, 1950.0, 1950-06-25 15:00:00, Group 2                 , Maracan� - Est�dio Jornalista M�rio Filho         , Rio De Janeiro                   , England                      ,               2,               0, Chile                        ,      29703,                  1.0,                  0.0, VAN DER MEER Karel (NED)            , GARDELLI Mario (BRA)                , DAHLNER Gunnar (SWE)                ,      55,   10055, ENG               , CHI
 55, 1950.0, 1950-06-25 15:00:00, Group 2                 , Durival de Brito                                  , Curitiba                         , Spain                        ,               3,               1, USA                          ,       9511,                  0.0,                  1.0, VIANA Mario (BRA)                   , DA COSTA VIEIRA Jose (POR)          , DE LA SALLE Charles (FRA)           ,      56,   10056, ESP               , USA
 56, 1950.0, 1950-06-25 15:00:00, Group 3                 , Pacaembu                                          , Sao Paulo                        , Sweden                       ,               3,               2, Italy                        ,      36502,                  2.0,                  1.0, LUTZ Jean (SUI)                     , BERANEK Alois (AUT)                 , TEJADA Carlos (MEX)                 ,      57,   10057, SWE               , ITA
 57, 1950.0, 1950-06-25 15:00:00, Group 1                 , Independencia                                     , Belo Horizonte                   , Yugoslavia                   ,               3,               0, Switzerland                  ,       7336,                  0.0,                  0.0, GALEATI Giovanni (ITA)              , EKLIND Ivan (SWE)                   , DATTILO Generoso (ITA)              ,      58,   10058, YUG               , SUI
 58, 1950.0, 1950-06-28 15:00:00, Group 1                 , Pacaembu                                          , Sao Paulo                        , Brazil                       ,               2,               2, Switzerland                  ,      42032,                  2.0,                  1.0, AZON ROMA Ramon (ESP)               , BUSTAMANTE Sergio (CHI)             , DE NICOLA Cayetano (PAR)            ,      59,   10059, BRA               , SUI
 59, 1950.0, 1950-06-28 15:00:00, Group 1                 , Eucaliptos                                        , Porto Alegre                     , Yugoslavia                   ,               4,               1, Mexico                       ,      11078,                  2.0,                  0.0, LEAFE Reginald (ENG)                , DAHLNER Gunnar (SWE)                , VAN DER MEER Karel (NED)            ,      60,   10060, YUG               , MEX
 60, 1950.0, 1950-06-29 15:00:00, Group 2                 , Maracan� - Est�dio Jornalista M�rio Filho         , Rio De Janeiro                   , Spain                        ,               2,               0, Chile                        ,      19790,                  2.0,                  0.0, MALCHER Alberto (BRA)               , MARINO Esteban (URU)                , ALVAREZ Alfredo (BOL)               ,      61,   10061, ESP               , CHI
 61, 1950.0, 1950-06-29 15:30:00, Group 3                 , Durival de Brito                                  , Curitiba                         , Sweden                       ,               2,               2, Paraguay                     ,       7903,                  2.0,                  1.0, MITCHELL Robert (SCO)               , LEMESIC Leo (YUG)                   , GARCIA Prudencio (USA)              ,      62,   10062, SWE               , PAR
 62, 1950.0, 1950-06-29 15:00:00, Group 2                 , Independencia                                     , Belo Horizonte                   , USA                          ,               1,               0, England                      ,      10151,                  1.0,                  0.0, DATTILO Generoso (ITA)              , DE LA SALLE Charles (FRA)           , GALEATI Giovanni (ITA)              ,      63,   10063, USA               , ENG
 63, 1950.0, 1950-07-01 15:00:00, Group 1                 , Maracan� - Est�dio Jornalista M�rio Filho         , Rio De Janeiro                   , Brazil                       ,               2,               0, Yugoslavia                   ,     142429,                  1.0,                  0.0, GRIFFITHS Benjamin (WAL)            , BERANEK Alois (AUT)                 , DA COSTA VIEIRA Jose (POR)          ,      64,   10064, BRA               , YUG
 64, 1950.0, 1950-07-02 15:00:00, Group 2                 , Maracan� - Est�dio Jornalista M�rio Filho         , Rio De Janeiro                   , Spain                        ,               1,               0, England                      ,      74462,                  0.0,                  0.0, GALEATI Giovanni (ITA)              , LUTZ Jean (SUI)                     , DATTILO Generoso (ITA)              ,      65,   10065, ESP               , ENG
 65, 1950.0, 1950-07-02 15:00:00, Group 3                 , Pacaembu                                          , Sao Paulo                        , Italy                        ,               2,               0, Paraguay                     ,      25811,                  1.0,                  0.0, ELLIS Arthur (ENG)                  , GARCIA Prudencio (USA)              , DE LA SALLE Charles (FRA)           ,      66,   10066, ITA               , PAR
 66, 1950.0, 1950-07-02 15:00:00, Group 4                 , Independencia                                     , Belo Horizonte                   , Uruguay                      ,               8,               0, Bolivia                      ,       5284,                  4.0,                  0.0, READER George (ENG)                 , VIANA Mario (BRA)                   , LEMESIC Leo (YUG)                   ,      67,   10067, URU               , BOL
 67, 1950.0, 1950-07-02 15:40:00, Group 1                 , Eucaliptos                                        , Porto Alegre                     , Switzerland                  ,               2,               1, Mexico                       ,       3580,                  2.0,                  0.0, EKLIND Ivan (SWE)                   , DAHLNER Gunnar (SWE)                , BUSTAMANTE Sergio (CHI)             ,      68,   10068, SUI               , MEX
 68, 1950.0, 1950-07-02 15:00:00, Group 2                 , Ilha do Retiro                                    , Recife                           , Chile                        ,               5,               2, USA                          ,       8501,                  2.0,                  0.0, GARDELLI Mario (BRA)                , HEYEN Mario Ruben (PAR)             , ALVAREZ Alfredo (BOL)               ,      69,   10069, CHI               , USA
 69, 1950.0, 1950-07-09 15:00:00, Group 6                 , Pacaembu                                          , Sao Paulo                        , Uruguay                      ,               2,               2, Spain                        ,      44802,                  1.0,                  2.0, GRIFFITHS Benjamin (WAL)            , DATTILO Generoso (ITA)              , ALVAREZ Alfredo (BOL)               ,      70,   10070, URU               , ESP
 70, 1950.0, 1950-07-09 15:00:00, Group 6                 , Maracan� - Est�dio Jornalista M�rio Filho         , Rio De Janeiro                   , Brazil                       ,               7,               1, Sweden                       ,     138886,                  3.0,                  0.0, ELLIS Arthur (ENG)                  , GARCIA Prudencio (USA)              , DE LA SALLE Charles (FRA)           ,      71,   10071, BRA               , SWE
 71, 1950.0, 1950-07-13 15:00:00, Group 6                 , Maracan� - Est�dio Jornalista M�rio Filho         , Rio De Janeiro                   , Brazil                       ,               6,               1, Spain                        ,     152772,                  3.0,                  0.0, LEAFE Reginald (ENG)                , MITCHELL George (SCO)               , DA COSTA VIEIRA Jose (POR)          ,      72,   10072, BRA               , ESP
 72, 1950.0, 1950-07-13 15:00:00, Group 6                 , Pacaembu                                          , Sao Paulo                        , Uruguay                      ,               3,               2, Sweden                       ,       7987,                  1.0,                  2.0, GALEATI Giovanni (ITA)              , BERANEK Alois (AUT)                 , DE NICOLA Cayetano (PAR)            ,      73,   10073, URU               , SWE
 73, 1950.0, 1950-07-16 15:00:00, Group 6                 , Pacaembu                                          , Sao Paulo                        , Sweden                       ,               3,               1, Spain                        ,      11227,                  2.0,                  0.0, VAN DER MEER Karel (NED)            , LUTZ Jean (SUI)                     , GARCIA Prudencio (USA)              ,      74,   10074, SWE               , ESP
 74, 1950.0, 1950-07-16 15:00:00, Group 6                 , Maracan� - Est�dio Jornalista M�rio Filho         , Rio De Janeiro                   , Uruguay                      ,               2,               1, Brazil                       ,     173850,                  0.0,                  0.0, READER George (ENG)                 , ELLIS Arthur (ENG)                  , MITCHELL George (SCO)               ,      75,   10075, URU               , BRA
 75, 1954.0, 1954-06-16 18:00:00, Group 3                 , Wankdorf Stadium                                  , Berne                            , Uruguay                      ,               2,               0, Czechoslovakia               ,      20500,                  0.0,                  0.0, ELLIS Arthur (ENG)                  , LING William (ENG)                  , SCHICKER Werner (SUI)               ,      76,   10076, URU               , TCH
 76, 1954.0, 1954-06-16 18:00:00, Group 3                 , Hardturm                                          , Zurich                           , Austria                      ,               1,               0, Scotland                     ,      25000,                  1.0,                  0.0, FRANKEN Laurent (BEL)               , VIANA Mario (BRA)                   , GULDE Josef (SUI)                   ,      77,   10077, AUT               , SCO
 77, 1954.0, 1954-06-16 18:00:00, Group 1                 , Charmilles                                        , Geneva                           , Brazil                       ,               5,               0, Mexico                       ,      13470,                  4.0,                  0.0, WYSSLING Paul (SUI)                 , SCHONHOLZER Ernest (SUI)            , DA COSTA VIEIRA Jose (POR)          ,      78,   10078, BRA               , MEX
 78, 1954.0, 1954-06-16 18:00:00, Group 1                 , La Pontaise                                       , Lausanne                         , Yugoslavia                   ,               1,               0, France                       ,      16000,                  1.0,                  0.0, GRIFFITHS Benjamin (WAL)            , BAUMBERGER Rene (SUI)               , ASENSI Manuel (ESP)                 ,      79,   10079, YUG               , FRA
 79, 1954.0, 1954-06-17 18:00:00, Group 2                 , Wankdorf Stadium                                  , Berne                            , Germany FR                   ,               4,               1, Turkey                       ,      28000,                  1.0,                  1.0, DA COSTA VIEIRA Jose (POR)          , ZSOLT Istvan (HUN)                  , MERLOTTI Armand (SUI)               ,      80,   10080, FRG               , TUR
 80, 1954.0, 1954-06-17 18:00:00, Group 2                 , Hardturm                                          , Zurich                           , Hungary                      ,               9,               0, Korea Republic               ,      13000,                  4.0,                  0.0, VINCENTI Raymond (FRA)              , VON GUNTER Albert (SUI)             , STEINER Carl (AUT)                  ,      81,   10081, HUN               , KOR
 81, 1954.0, 1954-06-17 18:10:00, Group 4                 , St. Jakob                                         , Basel                            , England                      ,               4,               4, Belgium                      ,      14000,                  0.0,                  0.0, SCHMETZER Emil (FRG)                , BUCHMUELLER Fritz (SUI)             , RUFFLI Willy (SUI)                  ,      82,   10082, ENG               , BEL
 82, 1954.0, 1954-06-17 17:50:00, Group 4                 , La Pontaise                                       , Lausanne                         , Switzerland                  ,               2,               1, Italy                        ,      43000,                  1.0,                  1.0, VIANA Mario (BRA)                   , ASENSI Manuel (ESP)                 , MARINO Esteban (URU)                ,      83,   10083, SUI               , ITA
 83, 1954.0, 1954-06-19 16:50:00, Group 3                 , St. Jakob                                         , Basel                            , Uruguay                      ,               7,               0, Scotland                     ,      34000,                  2.0,                  0.0, ORLANDINI Vincenzo (ITA)            , WYSSLING Paul (SUI)                 , GUIDI Denilo (SUI)                  ,      84,   10084, URU               , SCO
 84, 1954.0, 1954-06-19 17:00:00, Group 3                 , Hardturm                                          , Zurich                           , Austria                      ,               5,               0, Czechoslovakia               ,      26000,                  4.0,                  0.0, STEFANOVIC Vasa (YUG)               , DOERFLINGER Ernst (SUI)             , GULDE Josef (SUI)                   ,      85,   10085, AUT               , TCH
 85, 1954.0, 1954-06-19 17:10:00, Group 1                 , Charmilles                                        , Geneva                           , France                       ,               3,               2, Mexico                       ,      19000,                  1.0,                  0.0, ASENSI Manuel (ESP)                 , FRANKEN Laurent (BEL)               , BAUMBERGER Rene (SUI)               ,      86,   10086, FRA               , MEX
 86, 1954.0, 1954-06-19 17:00:00, Group 1                 , La Pontaise                                       , Lausanne                         , Brazil                       ,               1,               1, Yugoslavia                   ,      24637,                  0.0,                  0.0, FAULTLESS Charlie (SCO)             , ELLIS Arthur (ENG)                  , VON GUNTER Albert (SUI)             ,      87,   10087, BRA               , YUG
 87, 1954.0, 1954-06-20 16:50:00, Group 2                 , St. Jakob                                         , Basel                            , Hungary                      ,               8,               3, Germany FR                   ,      56000,                  3.0,                  1.0, LING William (ENG)                  , SCHICKER Werner (SUI)               , GRIFFITHS Benjamin (WAL)            ,      88,   10088, HUN               , FRG
