   , Year  , Datetime           , Stage                   , Stadium                                           , City                             , Home Team Name               , Home Team Goals, Away Team Goals, Away Team Name               , Attendance, Half-time Home Goals, Half-time Away Goals, Referee                             , Assistant 1                         , Assistant 2                         , RoundID, MatchID, Home Team Initials, Away Team Initials
228, 1970.0, 1970-06-17 16:00:00, Semi-finals             , Jalisco                                           , Guadalajara                      , Brazil                       ,               3,               1, Uruguay                      ,      51261,                  1.0,                  1.0, ORTIZ DE MENDIBIL Jose Maria (ESP)  , BAKHRAMOV Tofik (URS)               , MARSCHALL Ferdinand (AUT)           ,     229,   10229, BRA               , URU
229, 1970.0, 1970-06-17 16:00:00, Semi-finals             , Estadio Azteca                                    , Mexico City                      , Italy                        ,               4,               3, Germany FR                   ,     102444,                  0.0,                  0.0, YAMASAKI MALDONADO Arturo (MEX)     , HORMAZABAL DIAZ Rafael (CHI)        , VELASQUEZ Guillermo (COL)           ,     230,   10230, ITA               , FRG
230, 1970.0, 1970-06-20 16:00:00, Match for third place   , Estadio Azteca                                    , Mexico City                      , Germany FR                   ,               1,               0, Uruguay                      ,     104403,                  1.0,                  0.0, SBARDELLA Antonio (ITA)             , MARSCHALL Ferdinand (AUT)           , AGUILAR ELIZALDE Abel (MEX)         ,     231,   10231, FRG               , URU
231, 1970.0, 1970-06-21 12:00:00, Final                   , Estadio Azteca                                    , Mexico City                      , Brazil                       ,               4,               1, Italy                        ,     107412,                  1.0,                  1.0, GLOECKNER Rudolf (GDR)              , SCHEURER Ruedi (SUI)                , COEREZZA Norberto Angel (ARG)       ,     232,   10232, BRA               , ITA
232, 1974.0, 1974-06-13 17:00:00, Group 2                 , Waldstadion                                       , Frankfurt/Main                   , Brazil                       ,               0,               0, Yugoslavia                   ,      62000,                  0.0,                  0.0, SCHEURER Ruedi (SUI)                , LORAUX Vital (BEL)                  , PESTARINO Luis (ARG)                ,     233,   10233, BRA               , YUG
233, 1974.0, 1974-06-14 16:00:00, Group 1                 , Olympiastadion                                    , Berlin West                      , Germany FR                   ,               1,               0, Chile                        ,      81100,                  1.0,                  0.0, BABACAN Dogan (TUR)                 , TAYLOR John (ENG)                   , WINSEMANN Werner (CAN)              ,     234,   10234, FRG               , CHI
234, 1974.0, 1974-06-14 19:30:00, Group 1                 , Volksparkstadion                                  , Hamburg                          , German DR                    ,               2,               0, Australia                    ,      17000,                  0.0,                  0.0, NDIAYE Youssou (SEN)                , SANCHEZ IBANEZ Pablo (ESP)          , DELGADO Omar (COL)                  ,     235,   10235, GDR               , AUS
235, 1974.0, 1974-06-14 19:30:00, Group 2                 , Westfalenstadion                                  , Dortmund                         , Zaire                        ,               0,               2, Scotland                     ,      27000,                  0.0,                  2.0, SCHULENBURG Gerhard (GER)           , BOSKOVIC Tony (AUS)                 , WEYLAND Hans Joachim (FRG)          ,     236,   10236, ZAI               , SCO
236, 1974.0, 1974-06-15 16:00:00, Group 3                 , Niedersachsenstadion                              , Hanover                          , Uruguay                      ,               0,               2, Netherlands                  ,      55100,                  0.0,                  1.0, PALOTAI Karoly (HUN)                , KAZAKOV Pavel (URS)                 , RAINEA Nicolae (ROU)                ,     237,   10237, URU               , NED
237, 1974.0, 1974-06-15 16:00:00, Group 3                 , Rheinstadion                                      , D�Sseldorf                       , Sweden                       ,               0,               0, Bulgaria                     ,      23800,                  0.0,                  0.0, PEREZ NUNEZ Edison A. (PER)         , GONZALEZ ARCHUNDIA Alfonso (MEX)    , SUPPIAH George (SIN)                ,     238,   10238, SWE               , BUL
238, 1974.0, 1974-06-15 18:00:00, Group 4                 , Olympiastadion                                    , Munich                           , Italy                        ,               3,               1, Haiti                        ,      53000,                  0.0,                  0.0, LLOBREGAT Vicente (VEN)             , NAMDAR Jafar (IRN)                  , MARQUES Armando (BRA)               ,     239,   10239, ITA               , HAI
239, 1974.0, 1974-06-15 18:00:00, Group 4                 , Neckarstadion                                     , Stuttgart                        , Poland                       ,               3,               2, Argentina                    ,      32700,                  2.0,                  0.0, THOMAS Clive (WAL)                  , ALDINGER Heinz (GER)                , DAVIDSON Bob (SCO)                  ,     240,   10240, POL               , ARG
240, 1974.0, 1974-06-18 16:00:00, Group 1                 , Volksparkstadion                                  , Hamburg                          , Australia                    ,               0,               3, Germany FR                   ,      53300,                  0.0,                  2.0, KAMEL Mahmoud (EGY)                 , GONZALEZ ARCHUNDIA Alfonso (MEX)    , PEREZ NUNEZ Edison A. (PER)         ,     241,   10241, AUS               , FRG
241, 1974.0, 1974-06-18 19:30:00, Group 2                 , Waldstadion                                       , Frankfurt/Main                   , Scotland                     ,               0,               0, Brazil                       ,      62000,                  0.0,                  0.0, VAN GEMERT Arie (NED)               , PALOTAI Karoly (HUN)                , LINEMAYR Erich (AUT)                ,     242,   10242, SCO               , BRA
242, 1974.0, 1974-06-18 19:30:00, Group 1                 , Olympiastadion                                    , Berlin West                      , Chile                        ,               1,               1, German DR                    ,      28300,                  0.0,                  0.0, ANGONESE Aurelio (ITA)              , SCHEURER Ruedi (SUI)                , DAVIDSON Bob (SCO)                  ,     243,   10243, CHI               , GDR
243, 1974.0, 1974-06-18 19:30:00, Group 2                 , Parkstadion                                       , Gelsenkirchen                    , Yugoslavia                   ,               9,               0, Zaire                        ,      31700,                  6.0,                  0.0, DELGADO Omar (COL)                  , LLOBREGAT Vicente (VEN)             , BARRETO RUIZ Ramon (URU)            ,     244,   10244, YUG               , ZAI
244, 1974.0, 1974-06-19 19:30:00, Group 3                 , Westfalenstadion                                  , Dortmund                         , Netherlands                  ,               0,               0, Sweden                       ,      53700,                  0.0,                  0.0, WINSEMANN Werner (CAN)              , TSCHENSCHER Kurt (GER)              , THOMAS Clive (WAL)                  ,     245,   10245, NED               , SWE
245, 1974.0, 1974-06-19 19:30:00, Group 3                 , Niedersachsenstadion                              , Hanover                          , Bulgaria                     ,               1,               1, Uruguay                      ,      13400,                  0.0,                  0.0, TAYLOR John (ENG)                   , BABACAN Dogan (TUR)                 , OHMSEN Klaus (GER)                  ,     246,   10246, BUL               , URU
246, 1974.0, 1974-06-19 19:30:00, Group 4                 , Olympiastadion                                    , Munich                           , Haiti                        ,               0,               7, Poland                       ,      25300,                  0.0,                  5.0, SUPPIAH George (SIN)                , BIWERSI Ferdinand (GER)             , ESCHWEILER Walter (GER)             ,     247,   10247, HAI               , POL
247, 1974.0, 1974-06-19 19:30:00, Group 4                 , Neckarstadion                                     , Stuttgart                        , Argentina                    ,               1,               1, Italy                        ,      70100,                  1.0,                  1.0, KAZAKOV Pavel (URS)                 , GLOECKNER Rudolf (GDR)              , RAINEA Nicolae (ROU)                ,     248,   10248, ARG               , ITA
248, 1974.0, 1974-06-22 16:00:00, Group 2                 , Waldstadion                                       , Frankfurt/Main                   , Scotland                     ,               1,               1, Yugoslavia                   ,      56000,                  0.0,                  0.0, GONZALEZ ARCHUNDIA Alfonso (MEX)    , GLOECKNER Rudolf (GDR)              , TSCHENSCHER Kurt (GER)              ,     249,   10249, SCO               , YUG
249, 1974.0, 1974-06-22 16:00:00, Group 1                 , Olympiastadion                                    , Berlin West                      , Australia                    ,               0,               0, Chile                        ,      17400,                  0.0,                  0.0, NAMDAR Jafar (IRN)                  , LORAUX Vital (BEL)                  , VAN GEMERT Arie (NED)               ,     250,   10250, AUS               , CHI
250, 1974.0, 1974-06-22 16:00:00, Group 2                 , Parkstadion                                       , Gelsenkirchen                    , Zaire                        ,               0,               3, Brazil                       ,      36200,                  0.0,                  1.0, RAINEA Nicolae (ROU)                , ANGONESE Aurelio (ITA)              , OHMSEN Klaus (GER)                  ,     251,   10251, ZAI               , BRA
251, 1974.0, 1974-06-22 19:30:00, Group 1                 , Volksparkstadion                                  , Hamburg                          , German DR                    ,               1,               0, Germany FR                   ,      60200,                  0.0,                  0.0, BARRETO RUIZ Ramon (URU)            , MARQUES Armando (BRA)               , PESTARINO Luis (ARG)                ,     252,   10252, GDR               , FRG
252, 1974.0, 1974-06-23 16:00:00, Group 3                 , Westfalenstadion                                  , Dortmund                         , Bulgaria                     ,               1,               4, Netherlands                  ,      53300,                  0.0,                  2.0, BOSKOVIC Tony (AUS)                 , BIWERSI Ferdinand (GER)             , ESCHWEILER Walter (GER)             ,     253,   10253, BUL               , NED
253, 1974.0, 1974-06-23 16:00:00, Group 4                 , Olympiastadion                                    , Munich                           , Argentina                    ,               4,               1, Haiti                        ,      25900,                  2.0,                  0.0, SANCHEZ IBANEZ Pablo (ESP)          , KAMEL Mahmoud (EGY)                 , NDIAYE Birame (SEN)                 ,     254,   10254, ARG               , HAI
254, 1974.0, 1974-06-23 16:00:00, Group 3                 , Rheinstadion                                      , D�Sseldorf                       , Sweden                       ,               3,               0, Uruguay                      ,      28300,                  0.0,                  0.0, LINEMAYR Erich (AUT)                , LLOBREGAT Vicente (VEN)             , ALDINGER Heinz (GER)                ,     255,   10255, SWE               , URU
255, 1974.0, 1974-06-23 16:00:00, Group 4                 , Neckarstadion                                     , Stuttgart                        , Poland                       ,               2,               1, Italy                        ,      70100,                  2.0,                  0.0, WEYLAND Hans Joachim (FRG)          , WINSEMANN Werner (CAN)              , SCHULENBURG Gerhard (GER)           ,     256,   10256, POL               , ITA
256, 1974.0, 1974-06-26 16:00:00, Group B                 , Rheinstadion                                      , D�Sseldorf                       , Yugoslavia                   ,               0,               2, Germany FR                   ,      67385,                  0.0,                  1.0, MARQUES Armando (BRA)               , ANGONESE Aurelio (ITA)              , PEREZ NUNEZ Edison A. (PER)         ,     257,   10257, YUG               , FRG
257, 1974.0, 1974-06-26 19:30:00, Group A                 , Niedersachsenstadion                              , Hanover                          , Brazil                       ,               1,               0, German DR                    ,      59863,                  0.0,                  0.0, THOMAS Clive (WAL)                  , BABACAN Dogan (TUR)                 , BOSKOVIC Tony (AUS)                 ,     258,   10258, BRA               , GDR
258, 1974.0, 1974-06-26 19:30:00, Group A                 , Parkstadion                                       , Gelsenkirchen                    , Netherlands                  ,               4,               0, Argentina                    ,      56548,                  2.0,                  0.0, DAVIDSON Bob (SCO)                  , TSCHENSCHER Kurt (GER)              , KAZAKOV Pavel (URS)                 ,     259,   10259, NED               , ARG
259, 1974.0, 1974-06-26 19:30:00, Group B                 , Neckarstadion                                     , Stuttgart                        , Sweden                       ,               0,               1, Poland                       ,      44955,                  0.0,                  1.0, BARRETO RUIZ Ramon (URU)            , GONZALEZ ARCHUNDIA Alfonso (MEX)    , PESTARINO Luis (ARG)                ,     260,   10260, SWE               , POL
260, 1974.0, 1974-06-30 16:00:00, Group A                 , Niedersachsenstadion                              , Hanover                          , Argentina                    ,               1,               2, Brazil                       ,      39400,                  1.0,                  1.0, LORAUX Vital (BEL)                  , NDIAYE Birame (SEN)                 , TAYLOR John (ENG)                   ,     261,   10261, ARG               , BRA
261, 1974.0, 1974-06-30 16:00:00, Group B                 , Waldstadion                                       , Frankfurt/Main                   , Poland                       ,               2,               1, Yugoslavia                   ,      58000,                  1.0,                  1.0, GLOECKNER Rudolf (GDR)              , MARQUES Armando (BRA)               , WINSEMANN Werner (CAN)              ,     262,   10262, POL               , YUG
262, 1974.0, 1974-06-30 16:00:00, Group A                 , Parkstadion                                       , Gelsenkirchen                    , German DR                    ,               0,               2, Netherlands                  ,      68348,                  0.0,                  1.0, SCHEURER Ruedi (SUI)                , LINEMAYR Erich (AUT)                , DELGADO Omar (COL)                  ,     263,   10263, GDR               , NED
263, 1974.0, 1974-06-30 19:30:00, Group B                 , Rheinstadion                                      , D�Sseldorf                       , Germany FR                   ,               4,               2, Sweden                       ,      67800,                  0.0,                  1.0, KAZAKOV Pavel (URS)                 , RAINEA Nicolae (ROU)                , SANCHEZ IBANEZ Pablo (ESP)          ,     264,   10264, FRG               , SWE
264, 1974.0, 1974-07-03 17:00:00, Group B                 , Waldstadion                                       , Frankfurt/Main                   , Poland                       ,               0,               1, Germany FR                   ,      62000,                  0.0,                  0.0, LINEMAYR Erich (AUT)                , PALOTAI Karoly (HUN)                , SCHEURER Ruedi (SUI)                ,     265,   10265, POL               , FRG
265, 1974.0, 1974-07-03 19:30:00, Group A                 , Westfalenstadion                                  , Dortmund                         , Netherlands                  ,               2,               0, Brazil                       ,      53700,                  0.0,                  0.0, TSCHENSCHER Kurt (GER)              , DAVIDSON Bob (SCO)                  , SUPPIAH George (SIN)                ,     266,   10266, NED               , BRA
266, 1974.0, 1974-07-03 19:30:00, Group A                 , Parkstadion                                       , Gelsenkirchen                    , Argentina                    ,               1,               1, German DR                    ,      54254,                  1.0,                  1.0, TAYLOR John (ENG)                   , KAMEL Mahmoud (EGY)                 , THOMAS Clive (WAL)                  ,     267,   10267, ARG               , GDR
267, 1974.0, 1974-07-03 19:30:00, Group B                 , Rheinstadion                                      , D�Sseldorf                       , Sweden                       ,               2,               1, Yugoslavia                   ,      41300,                  1.0,                  1.0, PESTARINO Luis (ARG)                , BARRETO RUIZ Ramon (URU)            , LLOBREGAT Vicente (VEN)             ,     268,   10268, SWE               , YUG
268, 1974.0, 1974-07-06 16:00:00, Match for third place   , Olympiastadion                                    , Munich                           , Brazil                       ,               0,               1, Poland                       ,      77100,                  0.0,                  0.0, ANGONESE Aurelio (ITA)              , NAMDAR Jafar (IRN)                  , NDIAYE Birame (SEN)                 ,     269,   10269, BRA               , POL
269, 1974.0, 1974-07-07 16:00:00, Final                   , Olympiastadion                                    , Munich                           , Netherlands                  ,               1,               2, Germany FR                   ,      78200,                  1.0,                  2.0, TAYLOR John (ENG)                   , GONZALEZ ARCHUNDIA Alfonso (MEX)    , BARRETO RUIZ Ramon (URU)            ,     270,   10270, NED               , FRG
270, 1978.0, 1978-06-01 15:00:00, Group 2                 , El Monumental - Estadio Monumental Antonio Vespuci, Buenos Aires                     , Germany FR                   ,               0,               0, Poland                       ,      67579,                  0.0,                  0.0, COEREZZA Norberto Angel (ARG)       , ITHURRALDE Arturo Andres (ARG)      , COMESANA Miguel (ARG)               ,     271,   10271, FRG               , POL
271, 1978.0, 1978-06-02 13:45:00, Group 1                 , Estadio Jos� Mar�a Minella                        , Mar Del Plata                    , Italy                        ,               2,               1, France                       ,      42373,                  1.0,                  1.0, RAINEA Nicolae (ROU)                , LINEMAYR Erich (AUT)                , SILVAGNO CAVANNA Juan (CHI)         ,     272,   10272, ITA               , FRA
272, 1978.0, 1978-06-02 16:45:00, Group 2                 , Arroyito - Estadio Dr. Lisandro de la Torre       , Rosario                          , Tunisia                      ,               3,               1, Mexico                       ,      17396,                  0.0,                  1.0, GORDON John (SCO)                   , DUBACH Jean (SUI)                   , GONELLA Sergio (ITA)                ,     273,   10273, TUN               , MEX
273, 1978.0, 1978-06-02 19:15:00, Group 1                 , El Monumental - Estadio Monumental Antonio Vespuci, Buenos Aires                     , Argentina                    ,               2,               1, Hungary                      ,      71615,                  1.0,                  1.0, GARRIDO Antonio (POR)               , NDIAYE Youssou (SEN)                , PARTRIDGE Pat (ENG)                 ,     274,   10274, ARG               , HUN
274, 1978.0, 1978-06-03 13:45:00, Group 3                 , Estadio Jos� Mar�a Minella                        , Mar Del Plata                    , Sweden                       ,               1,               1, Brazil                       ,      32569,                  1.0,                  1.0, THOMAS Clive (WAL)                  , JARGUZ Alojzy (POL)                 , NAMDAR Jafar (IRN)                  ,     275,   10275, SWE               , BRA
275, 1978.0, 1978-06-03 13:45:00, Group 3                 , Jose Amalfitani                                   , Buenos Aires                     , Austria                      ,               2,               1, Spain                        ,      40841,                  1.0,                  1.0, PALOTAI Karoly (HUN)                , BARRETO RUIZ Ramon (URU)            , IVANOV Anatoly (URS)                ,     276,   10276, AUT               , ESP
276, 1978.0, 1978-06-03 16:45:00, Group 4                 , Estadio Ol�mpico Chateau Carreras                 , Cordoba                          , Peru                         ,               3,               1, Scotland                     ,      37927,                  1.0,                  1.0, ERIKSSON Ulf (SWE)                  , GEBREYESUS DIFUE Tesfaye (ERI)      , MARTINEZ Angel (ESP)                ,     277,   10277, PER               , SCO
277, 1978.0, 1978-06-03 16:45:00, Group 4                 , San Martin                                        , Mendoza                          , Netherlands                  ,               3,               0, IR Iran                      ,      33431,                  1.0,                  0.0, GONZALEZ ARCHUNDIA Alfonso (MEX)    , WURTZ Robert (FRA)                  , COMESANA Miguel (ARG)               ,     278,   10278, NED               , IRN
278, 1978.0, 1978-06-06 13:45:00, Group 1                 , Estadio Jos� Mar�a Minella                        , Mar Del Plata                    , Italy                        ,               3,               1, Hungary                      ,      26533,                  2.0,                  0.0, BARRETO RUIZ Ramon (URU)            , BIWERSI Ferdinand (GER)             , GORDON John (SCO)                   ,     279,   10279, ITA               , HUN
279, 1978.0, 1978-06-06 16:45:00, Group 2                 , Arroyito - Estadio Dr. Lisandro de la Torre       , Rosario                          , Poland                       ,               1,               0, Tunisia                      ,       9624,                  1.0,                  0.0, MARTINEZ Angel (ESP)                , PESTARINO Luis (ARG)                , THOMAS Clive (WAL)                  ,     280,   10280, POL               , TUN
280, 1978.0, 1978-06-06 16:45:00, Group 2                 , Estadio Ol�mpico Chateau Carreras                 , Cordoba                          , Germany FR                   ,               6,               0, Mexico                       ,      35258,                  4.0,                  0.0, BOUZO Farouk (SYR)                  , GARRIDO Antonio (POR)               , RION Francis (BEL)                  ,     281,   10281, FRG               , MEX
281, 1978.0, 1978-06-06 19:15:00, Group 1                 , El Monumental - Estadio Monumental Antonio Vespuci, Buenos Aires                     , Argentina                    ,               2,               1, France                       ,      71666,                  1.0,                  0.0, DUBACH Jean (SUI)                   , OROZCO GUERRERO Cesar (PER)         , WINSEMANN Werner (CAN)              ,     282,   10282, ARG               , FRA
282, 1978.0, 1978-06-07 13:45:00, Group 3                 , Estadio Jos� Mar�a Minella                        , Mar Del Plata                    , Brazil                       ,               0,               0, Spain                        ,      34771,                  0.0,                  0.0, GONELLA Sergio (ITA)                , KLEIN Abraham (ISR)                 , ITHURRALDE Arturo Andres (ARG)      ,     283,   10283, BRA               , ESP
283, 1978.0, 1978-06-07 13:45:00, Group 3                 , Jose Amalfitani                                   , Buenos Aires                     , Austria                      ,               1,               0, Sweden                       ,      41424,                  1.0,                  0.0, CORVER Charles (NED)                , MAKSIMOVIC Dusan (SCG)              , SEOUDI Hedi (TUN)                   ,     284,   10284, AUT               , SWE
284, 1978.0, 1978-06-07 16:45:00, Group 4                 , Estadio Ol�mpico Chateau Carreras                 , Cordoba                          , Scotland                     ,               1,               1, IR Iran                      ,       7938,                  1.0,                  0.0, NDIAYE Youssou (SEN)                , RAINEA Nicolae (ROU)                , COELHO Arnaldo (BRA)                ,     285,   10285, SCO               , IRN
285, 1978.0, 1978-06-07 16:45:00, Group 4                 , San Martin                                        , Mendoza                          , Netherlands                  ,               0,               0, Peru                         ,      28125,                  0.0,                  0.0, PROKOP Adolf (GDR)                  , COEREZZA Norberto Angel (ARG)       , IVANOV Anatoly (URS)                ,     286,   10286, NED               , PER
286, 1978.0, 1978-06-10 15:10:00, Group 1                 , Estadio Jos� Mar�a Minella                        , Mar Del Plata                    , France                       ,               3,               1, Hungary                      ,      23127,                  3.0,                  1.0, COELHO Arnaldo (BRA)                , PARTRIDGE Pat (ENG)                 , SILVAGNO CAVANNA Juan (CHI)         ,     287,   10287, FRA               , HUN
287, 1978.0, 1978-06-10 16:45:00, Group 2                 , Arroyito - Estadio Dr. Lisandro de la Torre       , Rosario                          , Poland                       ,               3,               1, Mexico                       ,      22651,                  1.0,                  0.0, NAMDAR Jafar (IRN)                  , ERIKSSON Ulf (SWE)                  , CORVER Charles (NED)                ,     288,   10288, POL               , MEX
288, 1978.0, 1978-06-10 16:45:00, Group 2                 , Estadio Ol�mpico Chateau Carreras                 , Cordoba                          , Germany FR                   ,               0,               0, Tunisia                      ,      30667,                  0.0,                  0.0, OROZCO GUERRERO Cesar (PER)         , COMESANA Miguel (ARG)               , PESTARINO Luis (ARG)                ,     289,   10289, FRG               , TUN
289, 1978.0, 1978-06-10 19:15:00, Group 1                 , El Monumental - Estadio Monumental Antonio Vespuci, Buenos Aires                     , Italy                        ,               1,               0, Argentina                    ,      71712,                  0.0,                  0.0, KLEIN Abraham (ISR)                 , GONZALEZ ARCHUNDIA Alfonso (MEX)    , RION Francis (BEL)                  ,     290,   10290, ITA               , ARG
290, 1978.0, 1978-06-11 13:45:00, Group 3                 , Estadio Jos� Mar�a Minella                        , Mar Del Plata                    , Brazil                       ,               1,               0, Austria                      ,      35221,                  1.0,                  0.0, WURTZ Robert (FRA)                  , BOUZO Farouk (SYR)                  , GEBREYESUS DIFUE Tesfaye (ERI)      ,     291,   10291, BRA               , AUT
291, 1978.0, 1978-06-11 13:45:00, Group 3                 , Jose Amalfitani                                   , Buenos Aires                     , Spain                        ,               1,               0, Sweden                       ,      42132,                  0.0,                  0.0, BIWERSI Ferdinand (GER)             , ITHURRALDE Arturo Andres (ARG)      , PROKOP Adolf (GDR)                  ,     292,   10292, ESP               , SWE
292, 1978.0, 1978-06-11 16:45:00, Group 4                 , Estadio Ol�mpico Chateau Carreras                 , Cordoba                          , Peru                         ,               4,               1, Iran                         ,      21262,                  3.0,                  1.0, JARGUZ Alojzy (POL)                 , MAKSIMOVIC Dusan (SCG)              , WINSEMANN Werner (CAN)              ,     293,   10293, PER               , IRN
293, 1978.0, 1978-06-11 16:45:00, Group 4                 , San Martin                                        , Mendoza                          , Scotland                     ,               3,               2, Netherlands                  ,      35130,                  1.0,                  1.0, LINEMAYR Erich (AUT)                , PALOTAI Karoly (HUN)                , SEOUDI Hedi (TUN)                   ,     294,   10294, SCO               , NED
294, 1978.0, 1978-06-14 13:45:00, Group A                 , El Monumental - Estadio Monumental Antonio Vespuci, Buenos Aires                     , Germany FR                   ,               0,               0, Italy                        ,      67547,                  0.0,                  0.0, MAKSIMOVIC Dusan (SCG)              , GONZALEZ ARCHUNDIA Alfonso (MEX)    , COMESANA Miguel (ARG)               ,     295,   10295, FRG               , ITA
295, 1978.0, 1978-06-14 13:45:00, Group A                 , Estadio Ol�mpico Chateau Carreras                 , Cordoba                          , Netherlands                  ,               5,               1, Austria                      ,      25050,                  3.0,                  0.0, GORDON John (SCO)                   , ITHURRALDE Arturo Andres (ARG)      , BOUZO Farouk (SYR)                  ,     296,   10296, NED               , AUT
296, 1978.0, 1978-06-14 16:45:00, Group B                 , San Martin                                        , Mendoza                          , Brazil                       ,               3,               0, Peru                         ,      31278,                  2.0,                  0.0, RAINEA Nicolae (ROU)                , DUBACH Jean (SUI)                   , WINSEMANN Werner (CAN)              ,     297,   10297, BRA               , PER
297, 1978.0, 1978-06-14 19:15:00, Group B                 , Arroyito - Estadio Dr. Lisandro de la Torre       , Rosario                          , Argentina                    ,               2,               0, Poland                       ,      37091,                  1.0,                  0.0, ERIKSSON Ulf (SWE)                  , NAMDAR Jafar (IRN)                  , GEBREYESUS DIFUE Tesfaye (ERI)      ,     298,   10298, ARG               , POL
298, 1978.0, 1978-06-18 13:45:00, Group B                 , San Martin                                        , Mendoza                          , Poland                       ,               1,               0, Peru                         ,      35288,                  0.0,                  0.0, PARTRIDGE Pat (ENG)                 , CLIVE Thomas (WAL)                  , CORVER Charles (NED)                ,     299,   10299, POL               , PER
299, 1978.0, 1978-06-18 16:45:00, Group A                 , El Monumental - Estadio Monumental Antonio Vespuci, Buenos Aires                     , Italy                        ,               1,               0, Austria                      ,      66695,                  1.0,                  0.0, RION Francis (BEL)                  , COEREZZA Norberto Angel (ARG)       , NDIAYE Youssou (SEN)                ,     300,   10300, ITA               , AUT
300, 1978.0, 1978-06-18 16:45:00, Group A                 , Estadio Ol�mpico Chateau Carreras                 , Cordoba                          , Germany FR                   ,               2,               2, Netherlands                  ,      40750,                  1.0,                  1.0, BARRETO RUIZ Ramon (URU)            , COMESANA Miguel (ARG)               , COELHO Arnaldo (BRA)                ,     301,   10301, FRG               , NED
301, 1978.0, 1978-06-18 19:15:00, Group B                 , Arroyito - Estadio Dr. Lisandro de la Torre       , Rosario                          , Argentina                    ,               0,               0, Brazil                       ,      37326,                  0.0,                  0.0, PALOTAI Karoly (HUN)                , LINEMAYR Erich (AUT)                , PROKOP Adolf (GDR)                  ,     302,   10302, ARG               , BRA
302, 1978.0, 1978-06-21 13:45:00, Group A                 , El Monumental - Estadio Monumental Antonio Vespuci, Buenos Aires                     , Netherlands                  ,               2,               1, Italy                        ,      67433,                  0.0,                  1.0, MARTINEZ Angel (ESP)                , PESTARINO Luis (ARG)                , OROZCO GUERRERO Cesar (PER)         ,     303,   10303, NED               , ITA
303, 1978.0, 1978-06-21 13:45:00, Group A                 , Estadio Ol�mpico Chateau Carreras                 , Cordoba                          , Austria                      ,               3,               2, Germany FR                   ,      38318,                  0.0,                  1.0, KLEIN Abraham (ISR)                 , JARGUZ Alojzy (POL)                 , GARRIDO Antonio (POR)               ,     304,   10304, AUT               , FRG
304, 1978.0, 1978-06-21 16:45:00, Group B                 , San Martin                                        , Mendoza                          , Brazil                       ,               3,               1, Poland                       ,      39586,                  1.0,                  1.0, SILVAGNO CAVANNA Juan (CHI)         , IVANOV Anatoly (URS)                , GONZALEZ ARCHUNDIA Alfonso (MEX)    ,     305,   10305, BRA               , POL
305, 1978.0, 1978-06-21 19:15:00, Group B                 , Arroyito - Estadio Dr. Lisandro de la Torre       , Rosario                          , Argentina                    ,               6,               0, Peru                         ,      37315,                  2.0,                  0.0, WURTZ Robert (FRA)                  , BIWERSI Ferdinand (GER)             , GONELLA Sergio (ITA)                ,     306,   10306, ARG               , PER
306, 1978.0, 1978-06-24 15:00:00, Match for third place   , El Monumental - Estadio Monumental Antonio Vespuci, Buenos Aires                     , Brazil                       ,               2,               1, Italy                        ,      69659,                  0.0,                  1.0, KLEIN Abraham (ISR)                 , GONZALEZ ARCHUNDIA Alfonso (MEX)    , PALOTAI Karoly (HUN)                ,     307,   10307, BRA               , ITA
307, 1978.0, 1978-06-25 15:00:00, Final                   , El Monumental - Estadio Monumental Antonio Vespuci, Buenos Aires                     , Argentina                    ,               3,               1, Netherlands                  ,      71483,                  0.0,                  0.0, GONELLA Sergio (ITA)                , BARRETO RUIZ Ramon (URU)            , LINEMAYR Erich (AUT)                ,     308,   10308, ARG               , NED
308, 1982.0, 1982-06-13 20:00:00, Group 3                 , Camp Nou                                          , Barcelona                        , Argentina                    ,               0,               1, Belgium                      ,      95000,                  0.0,                  0.0, CHRISTOV Vojtech (TCH)              , PALOTAI Karoly (HUN)                , JARGUZ Alojzy (POL)                 ,     309,   10309, ARG               , BEL
309, 1982.0, 1982-06-14 17:15:00, Group 1                 , Estadio Municipal de Bala�dos                     , Vigo                             , Italy                        ,               0,               0, Poland                       ,      33000,                  0.0,                  0.0, VAUTROT Michel (FRA)                , PROKOP Adolf (GDR)                  , RAINEA Nicolae (ROU)                ,     310,   10310, ITA               , POL
310, 1982.0, 1982-06-14 21:00:00, Group 6                 , Ramon Sanchez Pizjuan                             , Seville                          , Brazil                       ,               2,               1, Soviet Union                 ,      68000,                  0.0,                  1.0, LAMO CASTILLO Augusto (ESP)         , SANCHEZ ARMINIO Victoriano (ESP)    , GARCIA CARRION Jose L. (ESP)        ,     311,   10311, BRA               , URS
311, 1982.0, 1982-06-15 17:15:00, Group 1                 , Riazor                                            , La Coru�A                        , Peru                         ,               0,               0, Cameroon                     ,      11000,                  0.0,                  0.0, WOEHRER Franz (AUT)                 , RAINEA Nicolae (ROU)                , PROKOP Adolf (GDR)                  ,     312,   10312, PER               , CMR
312, 1982.0, 1982-06-15 21:00:00, Group 3                 , Nuevo Estadio                                     , Elche                            , Hungary                      ,              10,               1, El Salvador                  ,      23000,                  3.0,                  0.0, AL DOY Ebrahim (BHR)                , CORVER Charles (NED)                , LUND-SORENSEN Henning (DEN)         ,     313,   10313, HUN               , SLV
